	Sample	read_id	Sample_id	Site	Region	Flow	Ind	Duplicate	seqid
6331	R09L-4-Ta	R09L-4-Ta_LpxA_TT_30	A33	R09L	MEF	L	R09L-4	n	FLD0049
6332	R09L-4-Ta	R09L-4-Ta_LpxA_TT_31	A33	R09L	MEF	L	R09L-4	n	FLD0049
6333	R09L-4-Ta	R09L-4-Ta_LpxA_TT_32	A33	R09L	MEF	L	R09L-4	n	FLD0049
6334	R09L-4-Ta	R09L-4-Ta_LpxA_TT_33	A33	R09L	MEF	L	R09L-4	n	FLD0049
6335	R09L-4-Ta	R09L-4-Ta_LpxA_TT_34	A33	R09L	MEF	L	R09L-4	n	FLD0049
6336	R09L-4-Ta	R09L-4-Ta_LpxA_TT_35	A33	R09L	MEF	L	R09L-4	n	FLD0049
6337	R09L-4-Ta	R09L-4-Ta_LpxA_TT_36	A33	R09L	MEF	L	R09L-4	n	FLD0049
6338	R09L-4-Ta	R09L-4-Ta_LpxA_TT_37	A33	R09L	MEF	L	R09L-4	n	FLD0049
6339	R09L-4-Ta	R09L-4-Ta_LpxA_TT_38	A33	R09L	MEF	L	R09L-4	n	FLD0049
6340	R09L-4-Ta	R09L-4-Ta_LpxA_TT_39	A33	R09L	MEF	L	R09L-4	n	FLD0049
6341	R09L-4-Ta	R09L-4-Ta_LpxA_TT_40	A33	R09L	MEF	L	R09L-4	n	FLD0049
6342	R09L-4-Ta	R09L-4-Ta_LpxA_TT_41	A33	R09L	MEF	L	R09L-4	n	FLD0049
6343	R09L-4-Ta	R09L-4-Ta_LpxA_TT_42	A33	R09L	MEF	L	R09L-4	n	FLD0049
6344	R09L-4-Ta	R09L-4-Ta_LpxA_TT_43	A33	R09L	MEF	L	R09L-4	n	FLD0049
6345	R09L-4-Ta	R09L-4-Ta_LpxA_TT_44	A33	R09L	MEF	L	R09L-4	n	FLD0049
6346	R09L-4-Ta	R09L-4-Ta_LpxA_TT_45	A33	R09L	MEF	L	R09L-4	n	FLD0049
6347	R09L-4-Ta	R09L-4-Ta_LpxA_TT_46	A33	R09L	MEF	L	R09L-4	n	FLD0049
6348	R09L-4-Ta	R09L-4-Ta_LpxA_TT_47	A33	R09L	MEF	L	R09L-4	n	FLD0049
6349	R09L-4-Ta	R09L-4-Ta_LpxA_TT_48	A33	R09L	MEF	L	R09L-4	n	FLD0049
6350	R09L-4-Tb	R09L-4-Tb_LpxA_CC_0	A34	R09L	MEF	L	R09L-4	n	FLD0050
6351	R09L-4-Tb	R09L-4-Tb_LpxA_CC_1	A34	R09L	MEF	L	R09L-4	n	FLD0050
6352	R09L-4-Tb	R09L-4-Tb_LpxA_CC_2	A34	R09L	MEF	L	R09L-4	n	FLD0050
6353	R09L-4-Tb	R09L-4-Tb_LpxA_CC_3	A34	R09L	MEF	L	R09L-4	n	FLD0050
6354	R09L-4-Tb	R09L-4-Tb_LpxA_CC_4	A34	R09L	MEF	L	R09L-4	n	FLD0050
6355	R09L-4-Tb	R09L-4-Tb_LpxA_CC_5	A34	R09L	MEF	L	R09L-4	n	FLD0050
6356	R09L-4-Tb	R09L-4-Tb_LpxA_CC_6	A34	R09L	MEF	L	R09L-4	n	FLD0050
6357	R09L-4-Tb	R09L-4-Tb_LpxA_CC_7	A34	R09L	MEF	L	R09L-4	n	FLD0050
6358	R09L-4-Tb	R09L-4-Tb_LpxA_CC_8	A34	R09L	MEF	L	R09L-4	n	FLD0050
6359	R09L-4-Tb	R09L-4-Tb_LpxA_CC_9	A34	R09L	MEF	L	R09L-4	n	FLD0050
6360	R09L-4-Tb	R09L-4-Tb_LpxA_CC_10	A34	R09L	MEF	L	R09L-4	n	FLD0050
6361	R09L-4-Tb	R09L-4-Tb_LpxA_CC_11	A34	R09L	MEF	L	R09L-4	n	FLD0050
6362	R09L-4-Tb	R09L-4-Tb_LpxA_CC_12	A34	R09L	MEF	L	R09L-4	n	FLD0050
6363	R09L-4-Tb	R09L-4-Tb_LpxA_CC_13	A34	R09L	MEF	L	R09L-4	n	FLD0050
6364	R09L-4-Tb	R09L-4-Tb_LpxA_CC_14	A34	R09L	MEF	L	R09L-4	n	FLD0050
6365	R09L-4-Tb	R09L-4-Tb_LpxA_CC_15	A34	R09L	MEF	L	R09L-4	n	FLD0050
6366	R09L-4-Tb	R09L-4-Tb_LpxA_CC_16	A34	R09L	MEF	L	R09L-4	n	FLD0050
6367	R09L-4-Tb	R09L-4-Tb_LpxA_CC_17	A34	R09L	MEF	L	R09L-4	n	FLD0050
6368	R09L-4-Tb	R09L-4-Tb_LpxA_CC_18	A34	R09L	MEF	L	R09L-4	n	FLD0050
6369	R09L-4-Tb	R09L-4-Tb_LpxA_CC_19	A34	R09L	MEF	L	R09L-4	n	FLD0050
6370	R09L-4-Tb	R09L-4-Tb_LpxA_CC_20	A34	R09L	MEF	L	R09L-4	n	FLD0050
6371	R09L-4-Tb	R09L-4-Tb_LpxA_CC_21	A34	R09L	MEF	L	R09L-4	n	FLD0050
6372	R09L-4-Tb	R09L-4-Tb_LpxA_CC_22	A34	R09L	MEF	L	R09L-4	n	FLD0050
6373	R09L-4-Tb	R09L-4-Tb_LpxA_CC_23	A34	R09L	MEF	L	R09L-4	n	FLD0050
6374	R09L-4-Tb	R09L-4-Tb_LpxA_CC_24	A34	R09L	MEF	L	R09L-4	n	FLD0050
6375	R09L-4-Tb	R09L-4-Tb_LpxA_CC_25	A34	R09L	MEF	L	R09L-4	n	FLD0050
6376	R09L-4-Tb	R09L-4-Tb_LpxA_CC_26	A34	R09L	MEF	L	R09L-4	n	FLD0050
6377	R09L-4-Tb	R09L-4-Tb_LpxA_CC_27	A34	R09L	MEF	L	R09L-4	n	FLD0050
6378	R09L-4-Tb	R09L-4-Tb_LpxA_CC_28	A34	R09L	MEF	L	R09L-4	n	FLD0050
6379	R09L-4-Tb	R09L-4-Tb_LpxA_CC_29	A34	R09L	MEF	L	R09L-4	n	FLD0050
6380	R09L-4-Tb	R09L-4-Tb_LpxA_CC_30	A34	R09L	MEF	L	R09L-4	n	FLD0050
6381	R09L-4-Tb	R09L-4-Tb_LpxA_CT_0	A34	R09L	MEF	L	R09L-4	n	FLD0050
6382	R09L-4-Tb	R09L-4-Tb_LpxA_CT_1	A34	R09L	MEF	L	R09L-4	n	FLD0050
6383	R09L-4-Tb	R09L-4-Tb_LpxA_CT_2	A34	R09L	MEF	L	R09L-4	n	FLD0050
6384	R09L-4-Tb	R09L-4-Tb_LpxA_CT_3	A34	R09L	MEF	L	R09L-4	n	FLD0050
6385	R09L-4-Tb	R09L-4-Tb_LpxA_CT_4	A34	R09L	MEF	L	R09L-4	n	FLD0050
6386	R09L-4-Tb	R09L-4-Tb_LpxA_CT_5	A34	R09L	MEF	L	R09L-4	n	FLD0050
6387	R09L-4-Tb	R09L-4-Tb_LpxA_CT_6	A34	R09L	MEF	L	R09L-4	n	FLD0050
6388	R09L-4-Tb	R09L-4-Tb_LpxA_CT_7	A34	R09L	MEF	L	R09L-4	n	FLD0050
6389	R09L-4-Tb	R09L-4-Tb_LpxA_CT_8	A34	R09L	MEF	L	R09L-4	n	FLD0050
6390	R09L-4-Tb	R09L-4-Tb_LpxA_CT_9	A34	R09L	MEF	L	R09L-4	n	FLD0050
6391	R09L-4-Tb	R09L-4-Tb_LpxA_CT_10	A34	R09L	MEF	L	R09L-4	n	FLD0050
6392	R09L-4-Tb	R09L-4-Tb_LpxA_CT_11	A34	R09L	MEF	L	R09L-4	n	FLD0050
6393	R09L-4-Tb	R09L-4-Tb_LpxA_CT_12	A34	R09L	MEF	L	R09L-4	n	FLD0050
6394	R09L-4-Tb	R09L-4-Tb_LpxA_CT_13	A34	R09L	MEF	L	R09L-4	n	FLD0050
6395	R09L-4-Tb	R09L-4-Tb_LpxA_CT_14	A34	R09L	MEF	L	R09L-4	n	FLD0050
6396	R09L-4-Tb	R09L-4-Tb_LpxA_CT_15	A34	R09L	MEF	L	R09L-4	n	FLD0050
6397	R09L-4-Tb	R09L-4-Tb_LpxA_CT_16	A34	R09L	MEF	L	R09L-4	n	FLD0050
6398	R09L-4-Tb	R09L-4-Tb_LpxA_CT_17	A34	R09L	MEF	L	R09L-4	n	FLD0050
6399	R09L-4-Tb	R09L-4-Tb_LpxA_CT_18	A34	R09L	MEF	L	R09L-4	n	FLD0050
6400	R09L-4-Tb	R09L-4-Tb_LpxA_CT_19	A34	R09L	MEF	L	R09L-4	n	FLD0050
6401	R09L-4-Tb	R09L-4-Tb_LpxA_CT_20	A34	R09L	MEF	L	R09L-4	n	FLD0050
6402	R09L-4-Tb	R09L-4-Tb_LpxA_CT_21	A34	R09L	MEF	L	R09L-4	n	FLD0050
6403	R09L-4-Tb	R09L-4-Tb_LpxA_CT_22	A34	R09L	MEF	L	R09L-4	n	FLD0050
6404	R09L-4-Tb	R09L-4-Tb_LpxA_CT_23	A34	R09L	MEF	L	R09L-4	n	FLD0050
6405	R09L-4-Tb	R09L-4-Tb_LpxA_CT_24	A34	R09L	MEF	L	R09L-4	n	FLD0050
6406	R09L-4-Tb	R09L-4-Tb_LpxA_CT_25	A34	R09L	MEF	L	R09L-4	n	FLD0050
6407	R09L-4-Tb	R09L-4-Tb_LpxA_CT_26	A34	R09L	MEF	L	R09L-4	n	FLD0050
6408	R09L-4-Tb	R09L-4-Tb_LpxA_CT_27	A34	R09L	MEF	L	R09L-4	n	FLD0050
6409	R09L-4-Tb	R09L-4-Tb_LpxA_CT_28	A34	R09L	MEF	L	R09L-4	n	FLD0050
6410	R09L-4-Tb	R09L-4-Tb_LpxA_CT_29	A34	R09L	MEF	L	R09L-4	n	FLD0050
6411	R09L-4-Tb	R09L-4-Tb_LpxA_CT_30	A34	R09L	MEF	L	R09L-4	n	FLD0050
6412	R09L-4-Tb	R09L-4-Tb_LpxA_CT_31	A34	R09L	MEF	L	R09L-4	n	FLD0050
6413	R09L-4-Tb	R09L-4-Tb_LpxA_CT_32	A34	R09L	MEF	L	R09L-4	n	FLD0050
6414	R09L-4-Tb	R09L-4-Tb_LpxA_CT_33	A34	R09L	MEF	L	R09L-4	n	FLD0050
6415	R09L-4-Tb	R09L-4-Tb_LpxA_CT_34	A34	R09L	MEF	L	R09L-4	n	FLD0050
6416	R09L-4-Tb	R09L-4-Tb_LpxA_CT_35	A34	R09L	MEF	L	R09L-4	n	FLD0050
6417	R09L-4-Tb	R09L-4-Tb_LpxA_CT_36	A34	R09L	MEF	L	R09L-4	n	FLD0050
6418	R09L-4-Tb	R09L-4-Tb_LpxA_CT_37	A34	R09L	MEF	L	R09L-4	n	FLD0050
6419	R09L-4-Tb	R09L-4-Tb_LpxA_CT_38	A34	R09L	MEF	L	R09L-4	n	FLD0050
6420	R09L-4-Tb	R09L-4-Tb_LpxA_CT_39	A34	R09L	MEF	L	R09L-4	n	FLD0050
6421	R09L-4-Tb	R09L-4-Tb_LpxA_CT_40	A34	R09L	MEF	L	R09L-4	n	FLD0050
6422	R09L-4-Tb	R09L-4-Tb_LpxA_CT_41	A34	R09L	MEF	L	R09L-4	n	FLD0050
6423	R09L-4-Tb	R09L-4-Tb_LpxA_CT_42	A34	R09L	MEF	L	R09L-4	n	FLD0050
6424	R09L-4-Tb	R09L-4-Tb_LpxA_CT_43	A34	R09L	MEF	L	R09L-4	n	FLD0050
6425	R09L-4-Tb	R09L-4-Tb_LpxA_CT_44	A34	R09L	MEF	L	R09L-4	n	FLD0050
6426	R09L-4-Tb	R09L-4-Tb_LpxA_CT_45	A34	R09L	MEF	L	R09L-4	n	FLD0050
6427	R09L-4-Tb	R09L-4-Tb_LpxA_CT_46	A34	R09L	MEF	L	R09L-4	n	FLD0050
6428	R09L-4-Tb	R09L-4-Tb_LpxA_CT_47	A34	R09L	MEF	L	R09L-4	n	FLD0050
6429	R09L-4-Tb	R09L-4-Tb_LpxA_CT_48	A34	R09L	MEF	L	R09L-4	n	FLD0050
6430	R09L-4-Tb	R09L-4-Tb_LpxA_CT_49	A34	R09L	MEF	L	R09L-4	n	FLD0050
6431	R09L-4-Tb	R09L-4-Tb_LpxA_CT_50	A34	R09L	MEF	L	R09L-4	n	FLD0050
6432	R09L-4-Tb	R09L-4-Tb_LpxA_CT_51	A34	R09L	MEF	L	R09L-4	n	FLD0050
6433	R09L-4-Tb	R09L-4-Tb_LpxA_CT_52	A34	R09L	MEF	L	R09L-4	n	FLD0050
6434	R09L-4-Tb	R09L-4-Tb_LpxA_CT_53	A34	R09L	MEF	L	R09L-4	n	FLD0050
6435	R09L-4-Tb	R09L-4-Tb_LpxA_CT_54	A34	R09L	MEF	L	R09L-4	n	FLD0050
6436	R09L-4-Tb	R09L-4-Tb_LpxA_CT_55	A34	R09L	MEF	L	R09L-4	n	FLD0050
6437	R09L-4-Tb	R09L-4-Tb_LpxA_CT_56	A34	R09L	MEF	L	R09L-4	n	FLD0050
6438	R09L-4-Tb	R09L-4-Tb_LpxA_CT_57	A34	R09L	MEF	L	R09L-4	n	FLD0050
6439	R09L-4-Tb	R09L-4-Tb_LpxA_CT_58	A34	R09L	MEF	L	R09L-4	n	FLD0050
6440	R09L-4-Tb	R09L-4-Tb_LpxA_CT_59	A34	R09L	MEF	L	R09L-4	n	FLD0050
6441	R09L-4-Tb	R09L-4-Tb_LpxA_CT_60	A34	R09L	MEF	L	R09L-4	n	FLD0050
6442	R09L-4-Tb	R09L-4-Tb_LpxA_CT_61	A34	R09L	MEF	L	R09L-4	n	FLD0050
6443	R09L-4-Tb	R09L-4-Tb_LpxA_CT_62	A34	R09L	MEF	L	R09L-4	n	FLD0050
6444	R09L-4-Tb	R09L-4-Tb_LpxA_CT_63	A34	R09L	MEF	L	R09L-4	n	FLD0050
6445	R09L-4-Tb	R09L-4-Tb_LpxA_CT_64	A34	R09L	MEF	L	R09L-4	n	FLD0050
6446	R09L-4-Tb	R09L-4-Tb_LpxA_CT_65	A34	R09L	MEF	L	R09L-4	n	FLD0050
6447	R09L-4-Tb	R09L-4-Tb_LpxA_CT_66	A34	R09L	MEF	L	R09L-4	n	FLD0050
6448	R09L-4-Tb	R09L-4-Tb_LpxA_CT_67	A34	R09L	MEF	L	R09L-4	n	FLD0050
6449	R09L-4-Tb	R09L-4-Tb_LpxA_CT_68	A34	R09L	MEF	L	R09L-4	n	FLD0050
6450	R09L-4-Tb	R09L-4-Tb_LpxA_CT_69	A34	R09L	MEF	L	R09L-4	n	FLD0050
6451	R09L-4-Tb	R09L-4-Tb_LpxA_CT_70	A34	R09L	MEF	L	R09L-4	n	FLD0050
6452	R09L-4-Tb	R09L-4-Tb_LpxA_CT_71	A34	R09L	MEF	L	R09L-4	n	FLD0050
6453	R09L-4-Tb	R09L-4-Tb_LpxA_CT_72	A34	R09L	MEF	L	R09L-4	n	FLD0050
6454	R09L-4-Tb	R09L-4-Tb_LpxA_CT_73	A34	R09L	MEF	L	R09L-4	n	FLD0050
6455	R09L-4-Tb	R09L-4-Tb_LpxA_CT_74	A34	R09L	MEF	L	R09L-4	n	FLD0050
6456	R09L-4-Tb	R09L-4-Tb_LpxA_CT_75	A34	R09L	MEF	L	R09L-4	n	FLD0050
6457	R09L-4-Tb	R09L-4-Tb_LpxA_CT_76	A34	R09L	MEF	L	R09L-4	n	FLD0050
6458	R09L-4-Tb	R09L-4-Tb_LpxA_CT_77	A34	R09L	MEF	L	R09L-4	n	FLD0050
6459	R09L-4-Tb	R09L-4-Tb_LpxA_CT_78	A34	R09L	MEF	L	R09L-4	n	FLD0050
6460	R09L-4-Tb	R09L-4-Tb_LpxA_CT_79	A34	R09L	MEF	L	R09L-4	n	FLD0050
6461	R09L-4-Tb	R09L-4-Tb_LpxA_CT_80	A34	R09L	MEF	L	R09L-4	n	FLD0050
6462	R09L-4-Tb	R09L-4-Tb_LpxA_CT_81	A34	R09L	MEF	L	R09L-4	n	FLD0050
6463	R09L-4-Tb	R09L-4-Tb_LpxA_CT_82	A34	R09L	MEF	L	R09L-4	n	FLD0050
6464	R09L-4-Tb	R09L-4-Tb_LpxA_CT_83	A34	R09L	MEF	L	R09L-4	n	FLD0050
6465	R09L-4-Tb	R09L-4-Tb_LpxA_CT_84	A34	R09L	MEF	L	R09L-4	n	FLD0050
6466	R09L-4-Tb	R09L-4-Tb_LpxA_CT_85	A34	R09L	MEF	L	R09L-4	n	FLD0050
6467	R09L-4-Tb	R09L-4-Tb_LpxA_CT_86	A34	R09L	MEF	L	R09L-4	n	FLD0050
6468	R09L-4-Tb	R09L-4-Tb_LpxA_CT_87	A34	R09L	MEF	L	R09L-4	n	FLD0050
6469	R09L-4-Tb	R09L-4-Tb_LpxA_CT_88	A34	R09L	MEF	L	R09L-4	n	FLD0050
6470	R09L-4-Tb	R09L-4-Tb_LpxA_CT_89	A34	R09L	MEF	L	R09L-4	n	FLD0050
6471	R09L-4-Tb	R09L-4-Tb_LpxA_CT_90	A34	R09L	MEF	L	R09L-4	n	FLD0050
6472	R09L-4-Tb	R09L-4-Tb_LpxA_CT_91	A34	R09L	MEF	L	R09L-4	n	FLD0050
6473	R09L-4-Tb	R09L-4-Tb_LpxA_CT_92	A34	R09L	MEF	L	R09L-4	n	FLD0050
6474	R09L-4-Tb	R09L-4-Tb_LpxA_CT_93	A34	R09L	MEF	L	R09L-4	n	FLD0050
6475	R09L-4-Tb	R09L-4-Tb_LpxA_CT_94	A34	R09L	MEF	L	R09L-4	n	FLD0050
6476	R09L-4-Tb	R09L-4-Tb_LpxA_CT_95	A34	R09L	MEF	L	R09L-4	n	FLD0050
6477	R09L-4-Tb	R09L-4-Tb_LpxA_CT_96	A34	R09L	MEF	L	R09L-4	n	FLD0050
6478	R09L-4-Tb	R09L-4-Tb_LpxA_CT_97	A34	R09L	MEF	L	R09L-4	n	FLD0050
6479	R09L-4-Tb	R09L-4-Tb_LpxA_CT_98	A34	R09L	MEF	L	R09L-4	n	FLD0050
6480	R09L-4-Tb	R09L-4-Tb_LpxA_CT_99	A34	R09L	MEF	L	R09L-4	n	FLD0050
6481	R09L-4-Tb	R09L-4-Tb_LpxA_CT_100	A34	R09L	MEF	L	R09L-4	n	FLD0050
6482	R09L-4-Tb	R09L-4-Tb_LpxA_CT_101	A34	R09L	MEF	L	R09L-4	n	FLD0050
6483	R09L-4-Tb	R09L-4-Tb_LpxA_CT_102	A34	R09L	MEF	L	R09L-4	n	FLD0050
6484	R09L-4-Tb	R09L-4-Tb_LpxA_CT_103	A34	R09L	MEF	L	R09L-4	n	FLD0050
6485	R09L-4-Tb	R09L-4-Tb_LpxA_CT_104	A34	R09L	MEF	L	R09L-4	n	FLD0050
6486	R09L-4-Tb	R09L-4-Tb_LpxA_CT_105	A34	R09L	MEF	L	R09L-4	n	FLD0050
6487	R09L-4-Tb	R09L-4-Tb_LpxA_CT_106	A34	R09L	MEF	L	R09L-4	n	FLD0050
6488	R09L-4-Tb	R09L-4-Tb_LpxA_CT_107	A34	R09L	MEF	L	R09L-4	n	FLD0050
6489	R09L-4-Tb	R09L-4-Tb_LpxA_CT_108	A34	R09L	MEF	L	R09L-4	n	FLD0050
6490	R09L-4-Tb	R09L-4-Tb_LpxA_CT_109	A34	R09L	MEF	L	R09L-4	n	FLD0050
6491	R09L-4-Tb	R09L-4-Tb_LpxA_CT_110	A34	R09L	MEF	L	R09L-4	n	FLD0050
6492	R09L-4-Tb	R09L-4-Tb_LpxA_CT_111	A34	R09L	MEF	L	R09L-4	n	FLD0050
6493	R09L-4-Tb	R09L-4-Tb_LpxA_CT_112	A34	R09L	MEF	L	R09L-4	n	FLD0050
6494	R09L-4-Tb	R09L-4-Tb_LpxA_CT_113	A34	R09L	MEF	L	R09L-4	n	FLD0050
6495	R09L-4-Tb	R09L-4-Tb_LpxA_CT_114	A34	R09L	MEF	L	R09L-4	n	FLD0050
6496	R09L-4-Tb	R09L-4-Tb_LpxA_CT_115	A34	R09L	MEF	L	R09L-4	n	FLD0050
6497	R09L-4-Tb	R09L-4-Tb_LpxA_CT_116	A34	R09L	MEF	L	R09L-4	n	FLD0050
6498	R09L-4-Tb	R09L-4-Tb_LpxA_CT_117	A34	R09L	MEF	L	R09L-4	n	FLD0050
6499	R09L-4-Tb	R09L-4-Tb_LpxA_CT_118	A34	R09L	MEF	L	R09L-4	n	FLD0050
6500	R09L-4-Tb	R09L-4-Tb_LpxA_CT_119	A34	R09L	MEF	L	R09L-4	n	FLD0050
6501	R09L-4-Tb	R09L-4-Tb_LpxA_CT_120	A34	R09L	MEF	L	R09L-4	n	FLD0050
6502	R09L-4-Tb	R09L-4-Tb_LpxA_CT_121	A34	R09L	MEF	L	R09L-4	n	FLD0050
6503	R09L-4-Tb	R09L-4-Tb_LpxA_CT_122	A34	R09L	MEF	L	R09L-4	n	FLD0050
6504	R09L-4-Tb	R09L-4-Tb_LpxA_CT_123	A34	R09L	MEF	L	R09L-4	n	FLD0050
6505	R09L-4-Tb	R09L-4-Tb_LpxA_CT_124	A34	R09L	MEF	L	R09L-4	n	FLD0050
6506	R09L-4-Tb	R09L-4-Tb_LpxA_CT_125	A34	R09L	MEF	L	R09L-4	n	FLD0050
6507	R09L-4-Tb	R09L-4-Tb_LpxA_CT_126	A34	R09L	MEF	L	R09L-4	n	FLD0050
6508	R09L-4-Tb	R09L-4-Tb_LpxA_CT_127	A34	R09L	MEF	L	R09L-4	n	FLD0050
6509	R09L-4-Tb	R09L-4-Tb_LpxA_CT_128	A34	R09L	MEF	L	R09L-4	n	FLD0050
6510	R09L-4-Tb	R09L-4-Tb_LpxA_CT_129	A34	R09L	MEF	L	R09L-4	n	FLD0050
6511	R09L-4-Tb	R09L-4-Tb_LpxA_CT_130	A34	R09L	MEF	L	R09L-4	n	FLD0050
6512	R09L-4-Tb	R09L-4-Tb_LpxA_CT_131	A34	R09L	MEF	L	R09L-4	n	FLD0050
6513	R09L-4-Tb	R09L-4-Tb_LpxA_CT_132	A34	R09L	MEF	L	R09L-4	n	FLD0050
6514	R09L-4-Tb	R09L-4-Tb_LpxA_CT_133	A34	R09L	MEF	L	R09L-4	n	FLD0050
6515	R09L-4-Tb	R09L-4-Tb_LpxA_CT_134	A34	R09L	MEF	L	R09L-4	n	FLD0050
6516	R09L-4-Tb	R09L-4-Tb_LpxA_CT_135	A34	R09L	MEF	L	R09L-4	n	FLD0050
6517	R09L-4-Tb	R09L-4-Tb_LpxA_CT_136	A34	R09L	MEF	L	R09L-4	n	FLD0050
6518	R09L-4-Tb	R09L-4-Tb_LpxA_CT_137	A34	R09L	MEF	L	R09L-4	n	FLD0050
6519	R09L-4-Tb	R09L-4-Tb_LpxA_CT_138	A34	R09L	MEF	L	R09L-4	n	FLD0050
6520	R09L-4-Tb	R09L-4-Tb_LpxA_CT_139	A34	R09L	MEF	L	R09L-4	n	FLD0050
6521	R09L-4-Tb	R09L-4-Tb_LpxA_CT_140	A34	R09L	MEF	L	R09L-4	n	FLD0050
6522	R09L-4-Tb	R09L-4-Tb_LpxA_CT_141	A34	R09L	MEF	L	R09L-4	n	FLD0050
6523	R09L-4-Tb	R09L-4-Tb_LpxA_CT_142	A34	R09L	MEF	L	R09L-4	n	FLD0050
6524	R09L-4-Tb	R09L-4-Tb_LpxA_CT_143	A34	R09L	MEF	L	R09L-4	n	FLD0050
6525	R09L-4-Tb	R09L-4-Tb_LpxA_CT_144	A34	R09L	MEF	L	R09L-4	n	FLD0050
6526	R09L-4-Tb	R09L-4-Tb_LpxA_CT_145	A34	R09L	MEF	L	R09L-4	n	FLD0050
6527	R09L-4-Tb	R09L-4-Tb_LpxA_CT_146	A34	R09L	MEF	L	R09L-4	n	FLD0050
6528	R09L-4-Tb	R09L-4-Tb_LpxA_CT_147	A34	R09L	MEF	L	R09L-4	n	FLD0050
6529	R09L-4-Tb	R09L-4-Tb_LpxA_CT_148	A34	R09L	MEF	L	R09L-4	n	FLD0050
6530	R09L-4-Tb	R09L-4-Tb_LpxA_CT_149	A34	R09L	MEF	L	R09L-4	n	FLD0050
6531	R09L-4-Tb	R09L-4-Tb_LpxA_CT_150	A34	R09L	MEF	L	R09L-4	n	FLD0050
6532	R09L-4-Tb	R09L-4-Tb_LpxA_CT_151	A34	R09L	MEF	L	R09L-4	n	FLD0050
6533	R09L-4-Tb	R09L-4-Tb_LpxA_CT_152	A34	R09L	MEF	L	R09L-4	n	FLD0050
6534	R09L-4-Tb	R09L-4-Tb_LpxA_CT_153	A34	R09L	MEF	L	R09L-4	n	FLD0050
6535	R09L-4-Tb	R09L-4-Tb_LpxA_CT_154	A34	R09L	MEF	L	R09L-4	n	FLD0050
6536	R09L-4-Tb	R09L-4-Tb_LpxA_CT_155	A34	R09L	MEF	L	R09L-4	n	FLD0050
6537	R09L-4-Tb	R09L-4-Tb_LpxA_CT_156	A34	R09L	MEF	L	R09L-4	n	FLD0050
6538	R09L-4-Tb	R09L-4-Tb_LpxA_CT_157	A34	R09L	MEF	L	R09L-4	n	FLD0050
6539	R09L-4-Tb	R09L-4-Tb_LpxA_CT_158	A34	R09L	MEF	L	R09L-4	n	FLD0050
6540	R09L-4-Tb	R09L-4-Tb_LpxA_CT_159	A34	R09L	MEF	L	R09L-4	n	FLD0050
6541	R09L-4-Tb	R09L-4-Tb_LpxA_CT_160	A34	R09L	MEF	L	R09L-4	n	FLD0050
6542	R09L-4-Tb	R09L-4-Tb_LpxA_CT_161	A34	R09L	MEF	L	R09L-4	n	FLD0050
6543	R09L-4-Tb	R09L-4-Tb_LpxA_CT_162	A34	R09L	MEF	L	R09L-4	n	FLD0050
6544	R09L-4-Tb	R09L-4-Tb_LpxA_CT_163	A34	R09L	MEF	L	R09L-4	n	FLD0050
6545	R09L-4-Tb	R09L-4-Tb_LpxA_CT_164	A34	R09L	MEF	L	R09L-4	n	FLD0050
6546	R09L-4-Tb	R09L-4-Tb_LpxA_CT_165	A34	R09L	MEF	L	R09L-4	n	FLD0050
6547	R09L-4-Tb	R09L-4-Tb_LpxA_CT_166	A34	R09L	MEF	L	R09L-4	n	FLD0050
6548	R09L-4-Tb	R09L-4-Tb_LpxA_CT_167	A34	R09L	MEF	L	R09L-4	n	FLD0050
6549	R09L-4-Tb	R09L-4-Tb_LpxA_CT_168	A34	R09L	MEF	L	R09L-4	n	FLD0050
6550	R09L-4-Tb	R09L-4-Tb_LpxA_CT_169	A34	R09L	MEF	L	R09L-4	n	FLD0050
6551	R09L-4-Tb	R09L-4-Tb_LpxA_CT_170	A34	R09L	MEF	L	R09L-4	n	FLD0050
6552	R09L-4-Tb	R09L-4-Tb_LpxA_CT_171	A34	R09L	MEF	L	R09L-4	n	FLD0050
6553	R09L-4-Tb	R09L-4-Tb_LpxA_CT_172	A34	R09L	MEF	L	R09L-4	n	FLD0050
6554	R09L-4-Tb	R09L-4-Tb_LpxA_CT_173	A34	R09L	MEF	L	R09L-4	n	FLD0050
6555	R09L-4-Tb	R09L-4-Tb_LpxA_CT_174	A34	R09L	MEF	L	R09L-4	n	FLD0050
6556	R09L-4-Tb	R09L-4-Tb_LpxA_CT_175	A34	R09L	MEF	L	R09L-4	n	FLD0050
6557	R09L-4-Tb	R09L-4-Tb_LpxA_CT_176	A34	R09L	MEF	L	R09L-4	n	FLD0050
6558	R09L-4-Tb	R09L-4-Tb_LpxA_CT_177	A34	R09L	MEF	L	R09L-4	n	FLD0050
6559	R09L-4-Tb	R09L-4-Tb_LpxA_CT_178	A34	R09L	MEF	L	R09L-4	n	FLD0050
6560	R09L-4-Tb	R09L-4-Tb_LpxA_CT_179	A34	R09L	MEF	L	R09L-4	n	FLD0050
6561	R09L-4-Tb	R09L-4-Tb_LpxA_CT_180	A34	R09L	MEF	L	R09L-4	n	FLD0050
6562	R09L-4-Tb	R09L-4-Tb_LpxA_CT_181	A34	R09L	MEF	L	R09L-4	n	FLD0050
